75.8441,7.24E+05,63.4718
75.537,7.24E+05,63.2527
92.1865,7.24E+05,64.9374
74.85,7.24E+05,61.1238
70.1179,7.24E+05,60.2307
107.359,7.24E+05,69.5004
58.888,7.24E+05,65.0125
82.28,7.24E+05,53.8289
95.8787,7.24E+05,65.449
93.2734,7.24E+05,71.9424
57.2189,7.24E+05,72.2388
64.5455,7.24E+05,67.169
105.4269,7.24E+05,71.2446
90.4378,7.24E+05,27.7391
94.9455,7.24E+05,72.4016
60.0969,7.24E+05,64.2848
93.0542,7.24E+05,61.37
88.2016,7.24E+05,70.657
46.4414,7.24E+05,61.9587
95.1441,7.24E+05,72.9985
49.936,7.24E+05,50.6926
33.0327,7.24E+05,72.4132
34.3983,7.24E+05,70.6917
45.0098,7.24E+05,63.2982
32.9065,7.24E+05,62.7586
33.1614,7.24E+05,63.6149
52.5711,7.24E+05,63.1906
25.8751,7.24E+05,58.064
41.6279,7.24E+05,67.7435
40.058,7.24E+05,66.9379
48.5543,7.24E+05,67.1443
43.0725,7.24E+05,70.6468
24.133,7.24E+05,70.7469
28.7729,7.24E+05,67.5025
52.9675,7.24E+05,67.0949
41.9871,7.24E+05,70.8894
46.8594,7.24E+05,69.498
28.6608,7.24E+05,70.8221
44.1217,7.24E+05,70.7033
19.803,7.24E+05,66.8114
49.364,7.24E+05,70.1909
43.9827,7.24E+05,70.6206
56.137,7.28E+05,72.8123
47.5765,6.95E+05,69.4959
49.2536,7.06E+05,70.554
55.0512,7.18E+05,71.8168
