6.32,4.3173,3.1155,3.0738,2.0872,1.9757,1.7203,1.6655,1.4612,1.1661
3.8808,1.9333,1.5039,1.102,1.0819,0.9219,0.73677,0.69738,0.6198,0.50853
10.937,2.6114,2.4571,1.9496,1.7201,1.5244,1.2917,1.1367,0.93937,0.8827
1.5809,1.3276,1.1285,1.0261,0.87196,0.80572,0.75021,0.64559,0.58793,0.54945
2.965,1.5073,0.49203,0.39541,0.3315,0.31128,0.2498,0.2108,0.20529,0.16627
16.754,13.695,12.229,9.6305,7.9726,7.281,6.7548,6.0581,5.6077,5.1779
1.0059,0.61917,0.47631,0.40383,0.32589,0.29818,0.27757,0.23193,0.20778,0.19262
5.6054,4.5988,4.321,3.6087,3.0563,2.6207,2.3232,2.0027,1.9419,1.7267
2.8816,2.609,2.1985,1.7647,1.6283,1.5727,1.479,1.2372,1.0773,1.0341
28.746,4.3268,4.1068,3.9618,2.8012,2.6957,2.4995,2.0762,1.8496,1.7337
7.9237,5.8266,5.2498,4.5264,3.8176,3.6852,3.4797,2.9335,2.8113,2.4095
1.0471,0.64508,0.58177,0.48542,0.38557,0.35318,0.29599,0.2632,0.23199,0.21242
14.807,13.162,11.431,9.8661,8.016,6.7894,6.3878,6.144,4.6778,4.3862
7.5911,3.0766,2.4912,2.0999,1.93,1.7713,1.4086,1.3412,1.1303,1.0528
12.045,9.3038,8.3377,6.8397,5.9519,5.7229,5.241,4.9828,4.6613,4.0866
2.5366,2.027,1.3373,1.2822,1.1477,0.82763,0.73771,0.67958,0.57623,0.53274
9.309,5.8973,5.3863,4.6525,4.4726,4.0719,3.6954,3.6107,3.328,3
7.1669,5.3707,5.1792,3.9322,3.7372,3.253,2.9709,2.5173,2.3305,2.1083
0.35184,0.33103,0.31876,0.24089,0.22008,0.1952,0.17298,0.16026,0.13599,0.12318
0.10281,0.088766,0.054326,0.043556,0.036686,0.02737,0.02504,0.022609,0.02209,0.018781
0.011786,0.011258,0.0098534,0.0075254,0.0062987,0.005707,0.0049074,0.0042909,0.0035729,0.0031532
0.0079635,0.0061668,0.0046786,0.0037408,0.0032972,0.0029173,0.0025681,0.0021797,0.002022,0.0017574
0.047549,0.018034,0.015145,0.012507,0.011095,0.010486,0.0092354,0.0069011,0.0066223,0.0064411
0.004918,0.0043932,0.0040102,0.0034018,0.0027221,0.0024706,0.0022439,0.00199,0.0018635,0.0017523
0.010312,0.0066972,0.0033501,0.0028536,0.0024815,0.0023336,0.002127,0.0018921,0.0015241,0.0013749
0.036549,0.028323,0.022413,0.019799,0.018012,0.017036,0.01454,0.013331,0.012109,0.011665
0.0021106,0.00144,0.0012961,0.0011719,0.00099823,0.00093535,0.00082823,0.00072858,0.00063134,0.00052009
0.012958,0.010544,0.0098952,0.0086103,0.0076531,0.0074248,0.0058201,0.0054773,0.0050859,0.0040445
0.0088599,0.0072834,0.0068806,0.0062143,0.0052037,0.004588,0.0043863,0.0038844,0.003187,0.0030938
0.041197,0.016615,0.012547,0.010699,0.010346,0.0090889,0.0085683,0.0068352,0.0058212,0.0047339
0.017449,0.014172,0.01248,0.011905,0.010295,0.0083755,0.0081394,0.007222,0.0060009,0.0051832
0.0024584,0.0016075,0.0015047,0.0012293,0.0011275,0.00085641,0.00081471,0.00079074,0.00063765,0.00056131
0.0029709,0.0023884,0.001662,0.0015202,0.0013897,0.0012291,0.00097403,0.00079489,0.00069151,0.00057179
0.034183,0.02879,0.023201,0.021109,0.019621,0.017417,0.014863,0.01435,0.012915,0.0118
0.014729,0.0096025,0.0088849,0.007334,0.0056375,0.0049925,0.0046295,0.0042652,0.0038805,0.003664
0.024609,0.020985,0.019512,0.016535,0.015024,0.013486,0.012165,0.011514,0.010212,0.010006
0.0076706,0.0061444,0.0054232,0.0048103,0.0042712,0.0037369,0.0030524,0.0028315,0.0027931,0.0023314
0.019296,0.014543,0.01298,0.010214,0.0093236,0.0087924,0.0084461,0.0076519,0.0071208,0.0066583
0.016682,0.014464,0.013787,0.010634,0.009933,0.0094606,0.0087076,0.0075577,0.0065613,0.0061684
0.0012622,0.0010699,0.00092757,0.00074573,0.00067131,0.00055635,0.00053203,0.00045079,0.00039321,0.0003649
0.029199,0.020417,0.019643,0.018309,0.017994,0.01584,0.013152,0.010215,0.0089404,0.0078578
0.00063238,0.00045652,0.00038129,0.00035068,0.00032551,0.00023582,0.00021533,0.00018867,0.00018493,0.00015997
